fix,sp_p1,family_p1,origin_p1,bio_p1,bio_p1_0,target,family,origin_p2,biomass,root,comp,family_comp,competition,trans_date_c,comb
1296,Salvia pratensis,Lamiaceae,native,2.789,2.789,Plantago media,Plantaginaceae,native,0.58,NA,Solidago canadensis,Compositae,inter,0,H5
1296,Salvia pratensis,Lamiaceae,native,2.789,2.789,Solidago canadensis,Compositae,alien,1.143,NA,Plantago media,Plantaginaceae,inter,0,H5
170,empty,empty,empty,NA,0,Lotus corniculatus,Leguminosae,native,0.647,NA,Epilobium ciliatum,Onagraceae,inter,0,H18
170,empty,empty,empty,NA,0,Epilobium ciliatum,Onagraceae,alien,3.53,NA,Lotus corniculatus,Leguminosae,inter,0,H18
1707,Plantago media,Plantaginaceae,native,5.091,5.091,Lolium multiflorum,Poaceae,alien,0.617,0.224,alone,alone,alone,2,A8
536,Cynosurus cristatus,Poaceae,native,1.561,1.561,Lotus corniculatus,Leguminosae,native,0.297,0.127,alone,alone,alone,0,A3
114,empty,empty,empty,NA,0,Plantago media,Plantaginaceae,native,1.756,NA,Plantago media,Plantaginaceae,intra,0,C5
114,empty,empty,empty,NA,0,Plantago media,Plantaginaceae,native,0.561,NA,Plantago media,Plantaginaceae,intra,0,C5
1151,Onobrychis viciifolia,Leguminosae,alien,1.348,1.348,Dactylis glomerata,Poaceae,native,2.314,NA,Onobrychis viciifolia,Leguminosae,inter,0,H6
1151,Onobrychis viciifolia,Leguminosae,alien,1.348,1.348,Onobrychis viciifolia,Leguminosae,alien,0.308,NA,Dactylis glomerata,Poaceae,inter,0,H6
278,empty,empty,empty,NA,0,Plantago media,Plantaginaceae,native,0.846,NA,Onobrychis viciifolia,Leguminosae,inter,0,H10
278,empty,empty,empty,NA,0,Onobrychis viciifolia,Leguminosae,alien,0.829,NA,Plantago media,Plantaginaceae,inter,0,H10
1158,Onobrychis viciifolia,Leguminosae,alien,0.589,0.589,Lotus corniculatus,Leguminosae,native,0.723,NA,Solidago canadensis,Compositae,inter,0,H3
1158,Onobrychis viciifolia,Leguminosae,alien,0.589,0.589,Solidago canadensis,Compositae,alien,0.467,NA,Lotus corniculatus,Leguminosae,inter,0,H3
366,Dactylis glomerata,Poaceae,native,4.485,4.485,Plantago media,Plantaginaceae,native,1.291,NA,Onobrychis viciifolia,Leguminosae,inter,0,H10
366,Dactylis glomerata,Poaceae,native,4.485,4.485,Onobrychis viciifolia,Leguminosae,alien,0.482,NA,Plantago media,Plantaginaceae,inter,0,H10
655,Leontodon autumnalis,Compositae,native,4.452,4.452,Lolium multiflorum,Poaceae,alien,1.527,0.805,alone,alone,alone,0,A8
1392,Salvia verticillata,Lamiaceae,alien,2.754,2.754,Lotus corniculatus,Leguminosae,native,0.31,NA,Senecio inaequidens,Compositae,inter,28,H23
1392,Salvia verticillata,Lamiaceae,alien,2.754,2.754,Senecio inaequidens,Compositae,alien,1.894,NA,Lotus corniculatus,Leguminosae,inter,28,H23
1236,Salvia pratensis,Lamiaceae,native,3.586,3.586,Plantago media,Plantaginaceae,native,0.143,NA,Senecio inaequidens,Compositae,inter,0,H25
1236,Salvia pratensis,Lamiaceae,native,3.586,3.586,Senecio inaequidens,Compositae,alien,2.128,NA,Plantago media,Plantaginaceae,inter,0,H25
1103,Onobrychis viciifolia,Leguminosae,alien,0.769,0.769,Lotus corniculatus,Leguminosae,native,0.261,NA,Senecio inaequidens,Compositae,inter,0,H23
1103,Onobrychis viciifolia,Leguminosae,alien,0.769,0.769,Senecio inaequidens,Compositae,alien,2.182,NA,Lotus corniculatus,Leguminosae,inter,0,H23
1600,Plantago media,Plantaginaceae,native,3.74,3.74,Salvia pratensis,Lamiaceae,native,0.604,NA,Lolium multiflorum,Poaceae,inter,2,H14
1600,Plantago media,Plantaginaceae,native,3.74,3.74,Lolium multiflorum,Poaceae,alien,1.44,NA,Salvia pratensis,Lamiaceae,inter,2,H14
402,Dactylis glomerata,Poaceae,native,4.22,4.22,Lotus corniculatus,Leguminosae,native,0.96,NA,Lotus corniculatus,Leguminosae,intra,0,C3
402,Dactylis glomerata,Poaceae,native,4.22,4.22,Lotus corniculatus,Leguminosae,native,0.543,NA,Lotus corniculatus,Leguminosae,intra,0,C3
160,empty,empty,empty,NA,0,Lotus corniculatus,Leguminosae,native,0.845,NA,Onobrychis viciifolia,Leguminosae,inter,0,H8
160,empty,empty,empty,NA,0,Onobrychis viciifolia,Leguminosae,alien,0.774,NA,Lotus corniculatus,Leguminosae,inter,0,H8
988,Lotus corniculatus,Leguminosae,native,2.43,2.43,Onobrychis viciifolia,Leguminosae,alien,0.943,0.465,alone,alone,alone,0,A7
149,empty,empty,empty,NA,0,Salvia pratensis,Lamiaceae,native,2.747,NA,Onobrychis viciifolia,Leguminosae,inter,0,H9
149,empty,empty,empty,NA,0,Onobrychis viciifolia,Leguminosae,alien,0.364,NA,Salvia pratensis,Lamiaceae,inter,0,H9
11,empty,empty,empty,NA,0,Lotus corniculatus,Leguminosae,native,0.555,0.164,alone,alone,alone,0,A3
130,empty,empty,empty,NA,0,Dactylis glomerata,Poaceae,native,2.681,NA,Senecio inaequidens,Compositae,inter,0,H21
130,empty,empty,empty,NA,0,Senecio inaequidens,Compositae,alien,0.658,NA,Dactylis glomerata,Poaceae,inter,0,H21
1699,Plantago media,Plantaginaceae,native,4.831,4.831,Dactylis glomerata,Poaceae,native,1.41,NA,Solidago canadensis,Compositae,inter,2,H1
1699,Plantago media,Plantaginaceae,native,4.831,4.831,Solidago canadensis,Compositae,alien,0.501,NA,Dactylis glomerata,Poaceae,inter,2,H1
290,empty,empty,empty,NA,0,Solidago canadensis,Compositae,alien,0.859,0.361,alone,alone,alone,0,A6
1031,Onobrychis viciifolia,Leguminosae,alien,0.721,0.721,Dactylis glomerata,Poaceae,native,4.397,NA,Onobrychis viciifolia,Leguminosae,inter,0,H6
1031,Onobrychis viciifolia,Leguminosae,alien,0.721,0.721,Onobrychis viciifolia,Leguminosae,alien,0.09,NA,Dactylis glomerata,Poaceae,inter,0,H6
899,Lotus corniculatus,Leguminosae,native,1.421,1.421,Lotus corniculatus,Leguminosae,native,0.807,NA,Epilobium ciliatum,Onagraceae,inter,0,H18
899,Lotus corniculatus,Leguminosae,native,1.421,1.421,Epilobium ciliatum,Onagraceae,alien,1.7,NA,Lotus corniculatus,Leguminosae,inter,0,H18
1288,Salvia pratensis,Lamiaceae,native,3.1,3.1,Leontodon autumnalis,Compositae,native,0.288,NA,Lolium multiflorum,Poaceae,inter,0,H12
1288,Salvia pratensis,Lamiaceae,native,3.1,3.1,Lolium multiflorum,Poaceae,alien,1.2,NA,Leontodon autumnalis,Compositae,inter,0,H12
73,empty,empty,empty,NA,0,Plantago media,Plantaginaceae,native,2.886,0.711,alone,alone,alone,0,A5
1610,Plantago media,Plantaginaceae,native,4.085,4.085,Salvia pratensis,Lamiaceae,native,0.403,NA,Senecio inaequidens,Compositae,inter,2,H24
1610,Plantago media,Plantaginaceae,native,4.085,4.085,Senecio inaequidens,Compositae,alien,1.794,NA,Salvia pratensis,Lamiaceae,inter,2,H24
399,Dactylis glomerata,Poaceae,native,4.086,4.086,Leontodon autumnalis,Compositae,native,0.583,NA,Solidago canadensis,Compositae,inter,0,H2
399,Dactylis glomerata,Poaceae,native,4.086,4.086,Solidago canadensis,Compositae,alien,0.723,NA,Leontodon autumnalis,Compositae,inter,0,H2
1387,Salvia verticillata,Lamiaceae,alien,2.749,2.749,Senecio inaequidens,Compositae,alien,1.282,NA,Senecio inaequidens,Compositae,intra,28,C10
1387,Salvia verticillata,Lamiaceae,alien,2.749,2.749,Senecio inaequidens,Compositae,alien,0.806,NA,Senecio inaequidens,Compositae,intra,28,C10
1512,Solidago gigantea,Compositae,alien,1.163,1.163,Salvia pratensis,Lamiaceae,native,2.755,1.428,alone,alone,alone,33,A4
920,Lotus corniculatus,Leguminosae,native,1.732,1.732,Epilobium ciliatum,Onagraceae,alien,0.886,NA,Epilobium ciliatum,Onagraceae,intra,0,C9
920,Lotus corniculatus,Leguminosae,native,1.732,1.732,Epilobium ciliatum,Onagraceae,alien,1.455,NA,Epilobium ciliatum,Onagraceae,intra,0,C9
543,Cynosurus cristatus,Poaceae,native,4.406,4.406,Salvia pratensis,Lamiaceae,native,0.32,NA,Senecio inaequidens,Compositae,inter,0,H24
543,Cynosurus cristatus,Poaceae,native,4.406,4.406,Senecio inaequidens,Compositae,alien,0.943,NA,Salvia pratensis,Lamiaceae,inter,0,H24
1356,Salvia verticillata,Lamiaceae,alien,2.531,2.531,Salvia pratensis,Lamiaceae,native,0.256,0.002,alone,alone,alone,15,A4
460,Dactylis glomerata,Poaceae,native,6.872,6.872,Salvia pratensis,Lamiaceae,native,1.119,NA,Epilobium ciliatum,Onagraceae,inter,0,H19
460,Dactylis glomerata,Poaceae,native,6.872,6.872,Epilobium ciliatum,Onagraceae,alien,1.204,NA,Salvia pratensis,Lamiaceae,inter,0,H19
681,Leontodon autumnalis,Compositae,native,4.277,4.277,Solidago canadensis,Compositae,alien,1.414,1.134,alone,alone,alone,0,A6
1661,Plantago media,Plantaginaceae,native,3.299,3.299,Onobrychis viciifolia,Leguminosae,alien,0.323,0.039,alone,alone,alone,2,A7
434,Dactylis glomerata,Poaceae,native,6.028,6.028,Solidago canadensis,Compositae,alien,0.719,0.486,alone,alone,alone,0,A6
938,Lotus corniculatus,Leguminosae,native,2.792,2.792,Dactylis glomerata,Poaceae,native,2.464,NA,Onobrychis viciifolia,Leguminosae,inter,0,H6
938,Lotus corniculatus,Leguminosae,native,2.792,2.792,Onobrychis viciifolia,Leguminosae,alien,0.254,NA,Dactylis glomerata,Poaceae,inter,0,H6
923,Lotus corniculatus,Leguminosae,native,3.255,3.255,Plantago media,Plantaginaceae,native,0.983,NA,Plantago media,Plantaginaceae,intra,0,C5
923,Lotus corniculatus,Leguminosae,native,3.255,3.255,Plantago media,Plantaginaceae,native,1.065,NA,Plantago media,Plantaginaceae,intra,0,C5
1256,Salvia pratensis,Lamiaceae,native,4.927,4.927,Plantago media,Plantaginaceae,native,0.477,NA,Epilobium ciliatum,Onagraceae,inter,0,H20
1256,Salvia pratensis,Lamiaceae,native,4.927,4.927,Epilobium ciliatum,Onagraceae,alien,1.459,NA,Plantago media,Plantaginaceae,inter,0,H20
1536,Solidago gigantea,Compositae,alien,1.537,1.537,Leontodon autumnalis,Compositae,native,0.184,NA,Senecio inaequidens,Compositae,inter,33,H22
1536,Solidago gigantea,Compositae,alien,1.537,1.537,Senecio inaequidens,Compositae,alien,1.444,NA,Leontodon autumnalis,Compositae,inter,33,H22
691,Leontodon autumnalis,Compositae,native,4.218,4.218,Solidago canadensis,Compositae,alien,0.853,NA,Solidago canadensis,Compositae,intra,0,C6
691,Leontodon autumnalis,Compositae,native,4.218,4.218,Solidago canadensis,Compositae,alien,1.24,NA,Solidago canadensis,Compositae,intra,0,C6
270,empty,empty,empty,NA,0,Solidago canadensis,Compositae,alien,0.86,NA,Solidago canadensis,Compositae,intra,0,C6
270,empty,empty,empty,NA,0,Solidago canadensis,Compositae,alien,0.89,NA,Solidago canadensis,Compositae,intra,0,C6
1402,Salvia verticillata,Lamiaceae,alien,5.558,5.558,Salvia pratensis,Lamiaceae,native,1.169,NA,Salvia pratensis,Lamiaceae,intra,15,C4
1402,Salvia verticillata,Lamiaceae,alien,5.558,5.558,Salvia pratensis,Lamiaceae,native,0.387,NA,Salvia pratensis,Lamiaceae,intra,15,C4
821,Lolium multiflorum,Poaceae,alien,4.422,4.422,Lotus corniculatus,Leguminosae,native,0.304,0.128,alone,alone,alone,0,A3
531,Cynosurus cristatus,Poaceae,native,3.114,3.114,Plantago media,Plantaginaceae,native,0.415,NA,Lolium multiflorum,Poaceae,inter,0,H15
531,Cynosurus cristatus,Poaceae,native,3.114,3.114,Lolium multiflorum,Poaceae,alien,1.256,NA,Plantago media,Plantaginaceae,inter,0,H15
1078,Onobrychis viciifolia,Leguminosae,alien,1.263,1.263,Dactylis glomerata,Poaceae,native,2.698,NA,Epilobium ciliatum,Onagraceae,inter,0,H16
1078,Onobrychis viciifolia,Leguminosae,alien,1.263,1.263,Epilobium ciliatum,Onagraceae,alien,0.56,NA,Dactylis glomerata,Poaceae,inter,0,H16
1056,Onobrychis viciifolia,Leguminosae,alien,2.168,2.168,Salvia pratensis,Lamiaceae,native,0.805,NA,Solidago canadensis,Compositae,inter,0,H4
1056,Onobrychis viciifolia,Leguminosae,alien,2.168,2.168,Solidago canadensis,Compositae,alien,0.824,NA,Salvia pratensis,Lamiaceae,inter,0,H4
846,Lolium multiflorum,Poaceae,alien,1.91,1.91,Onobrychis viciifolia,Leguminosae,alien,0.338,NA,Onobrychis viciifolia,Leguminosae,intra,0,C7
846,Lolium multiflorum,Poaceae,alien,1.91,1.91,Onobrychis viciifolia,Leguminosae,alien,0.099,NA,Onobrychis viciifolia,Leguminosae,intra,0,C7
1639,Plantago media,Plantaginaceae,native,1.836,1.836,Dactylis glomerata,Poaceae,native,1.745,NA,Onobrychis viciifolia,Leguminosae,inter,2,H6
1639,Plantago media,Plantaginaceae,native,1.836,1.836,Onobrychis viciifolia,Leguminosae,alien,0.253,NA,Dactylis glomerata,Poaceae,inter,2,H6
622,Leontodon autumnalis,Compositae,native,4.104,4.104,Epilobium ciliatum,Onagraceae,alien,1.593,0.423,alone,alone,alone,0,A9
1252,Salvia pratensis,Lamiaceae,native,5.331,5.331,Plantago media,Plantaginaceae,native,0.754,0.146,alone,alone,alone,0,A5
1301,Salvia pratensis,Lamiaceae,native,3.418,3.418,Leontodon autumnalis,Compositae,native,0.793,0.704,alone,alone,alone,0,A2
772,Lolium multiflorum,Poaceae,alien,3.733,3.733,Senecio inaequidens,Compositae,alien,1.739,NA,Senecio inaequidens,Compositae,intra,0,C10
772,Lolium multiflorum,Poaceae,alien,3.733,3.733,Senecio inaequidens,Compositae,alien,0.648,NA,Senecio inaequidens,Compositae,intra,0,C10
1604,Plantago media,Plantaginaceae,native,4.85,4.85,Plantago media,Plantaginaceae,native,0.244,NA,Lolium multiflorum,Poaceae,inter,2,H15
1604,Plantago media,Plantaginaceae,native,4.85,4.85,Lolium multiflorum,Poaceae,alien,1.518,NA,Plantago media,Plantaginaceae,inter,2,H15
761,Lolium multiflorum,Poaceae,alien,3.814,3.814,Dactylis glomerata,Poaceae,native,1.472,NA,Senecio inaequidens,Compositae,inter,0,H21
761,Lolium multiflorum,Poaceae,alien,3.814,3.814,Senecio inaequidens,Compositae,alien,0.737,NA,Dactylis glomerata,Poaceae,inter,0,H21
1003,Lotus corniculatus,Leguminosae,native,2.38,2.38,Dactylis glomerata,Poaceae,native,2.326,NA,Onobrychis viciifolia,Leguminosae,inter,0,H6
1003,Lotus corniculatus,Leguminosae,native,2.38,2.38,Onobrychis viciifolia,Leguminosae,alien,0.172,NA,Dactylis glomerata,Poaceae,inter,0,H6
1300,Salvia pratensis,Lamiaceae,native,3.22,3.22,Plantago media,Plantaginaceae,native,0.648,NA,Onobrychis viciifolia,Leguminosae,inter,0,H10
1300,Salvia pratensis,Lamiaceae,native,3.22,3.22,Onobrychis viciifolia,Leguminosae,alien,0.341,NA,Plantago media,Plantaginaceae,inter,0,H10
1396,Salvia verticillata,Lamiaceae,alien,1.812,1.812,Epilobium ciliatum,Onagraceae,alien,0.501,NA,Epilobium ciliatum,Onagraceae,intra,28,C9
1396,Salvia verticillata,Lamiaceae,alien,1.812,1.812,Epilobium ciliatum,Onagraceae,alien,0.507,NA,Epilobium ciliatum,Onagraceae,intra,28,C9
271,empty,empty,empty,NA,0,Salvia pratensis,Lamiaceae,native,1.643,NA,Salvia pratensis,Lamiaceae,intra,0,C4
271,empty,empty,empty,NA,0,Salvia pratensis,Lamiaceae,native,2.574,NA,Salvia pratensis,Lamiaceae,intra,0,C4
1298,Salvia pratensis,Lamiaceae,native,5.036,5.036,Plantago media,Plantaginaceae,native,0.631,NA,Plantago media,Plantaginaceae,intra,0,C5
1298,Salvia pratensis,Lamiaceae,native,5.036,5.036,Plantago media,Plantaginaceae,native,0.609,NA,Plantago media,Plantaginaceae,intra,0,C5
756,Lolium multiflorum,Poaceae,alien,4.411,4.411,Plantago media,Plantaginaceae,native,1.271,0.345,alone,alone,alone,0,A5
624,Leontodon autumnalis,Compositae,native,4.789,4.789,Leontodon autumnalis,Compositae,native,0.313,NA,Lolium multiflorum,Poaceae,inter,0,H12
624,Leontodon autumnalis,Compositae,native,4.789,4.789,Lolium multiflorum,Poaceae,alien,1.72,NA,Leontodon autumnalis,Compositae,inter,0,H12
1675,Plantago media,Plantaginaceae,native,3.793,3.793,Plantago media,Plantaginaceae,native,0.603,NA,Plantago media,Plantaginaceae,intra,2,C5
1675,Plantago media,Plantaginaceae,native,3.793,3.793,Plantago media,Plantaginaceae,native,0.756,NA,Plantago media,Plantaginaceae,intra,2,C5
542,Cynosurus cristatus,Poaceae,native,2.879,2.879,Leontodon autumnalis,Compositae,native,0.29,NA,Lolium multiflorum,Poaceae,inter,0,H12
542,Cynosurus cristatus,Poaceae,native,2.879,2.879,Lolium multiflorum,Poaceae,alien,1.16,NA,Leontodon autumnalis,Compositae,inter,0,H12
232,empty,empty,empty,NA,0,Leontodon autumnalis,Compositae,native,0.759,NA,Epilobium ciliatum,Onagraceae,inter,0,H17
232,empty,empty,empty,NA,0,Epilobium ciliatum,Onagraceae,alien,2.825,NA,Leontodon autumnalis,Compositae,inter,0,H17
599,Cynosurus cristatus,Poaceae,native,2.97,2.97,Senecio inaequidens,Compositae,alien,2.061,0.678,alone,alone,alone,0,A10
304,empty,empty,empty,NA,0,Leontodon autumnalis,Compositae,native,1.667,1.519,alone,alone,alone,0,A2
804,Lolium multiflorum,Poaceae,alien,3.779,3.779,Plantago media,Plantaginaceae,native,0.673,NA,Epilobium ciliatum,Onagraceae,inter,0,H20
804,Lolium multiflorum,Poaceae,alien,3.779,3.779,Epilobium ciliatum,Onagraceae,alien,0.927,NA,Plantago media,Plantaginaceae,inter,0,H20
316,empty,empty,empty,NA,0,Dactylis glomerata,Poaceae,native,1.641,NA,Dactylis glomerata,Poaceae,intra,0,C1
316,empty,empty,empty,NA,0,Dactylis glomerata,Poaceae,native,1.712,NA,Dactylis glomerata,Poaceae,intra,0,C1
673,Leontodon autumnalis,Compositae,native,4.569,4.569,Dactylis glomerata,Poaceae,native,1.743,NA,Solidago canadensis,Compositae,inter,0,H1
673,Leontodon autumnalis,Compositae,native,4.569,4.569,Solidago canadensis,Compositae,alien,0.279,NA,Dactylis glomerata,Poaceae,inter,0,H1
1283,Salvia pratensis,Lamiaceae,native,4.727,4.727,Leontodon autumnalis,Compositae,native,0.214,NA,Lolium multiflorum,Poaceae,inter,0,H12
1283,Salvia pratensis,Lamiaceae,native,4.727,4.727,Lolium multiflorum,Poaceae,alien,1.426,NA,Leontodon autumnalis,Compositae,inter,0,H12
190,empty,empty,empty,NA,0,Lolium multiflorum,Poaceae,alien,2.784,2.302,alone,alone,alone,0,A8
301,empty,empty,empty,NA,0,Lolium multiflorum,Poaceae,alien,0.863,NA,Lolium multiflorum,Poaceae,intra,0,C8
301,empty,empty,empty,NA,0,Lolium multiflorum,Poaceae,alien,2.089,NA,Lolium multiflorum,Poaceae,intra,0,C8
1228,Salvia pratensis,Lamiaceae,native,4.892,4.892,Lotus corniculatus,Leguminosae,native,0.135,NA,Solidago canadensis,Compositae,inter,0,H3
1228,Salvia pratensis,Lamiaceae,native,4.892,4.892,Solidago canadensis,Compositae,alien,0.589,NA,Lotus corniculatus,Leguminosae,inter,0,H3
222,empty,empty,empty,NA,0,Lotus corniculatus,Leguminosae,native,0.438,NA,Lotus corniculatus,Leguminosae,intra,0,C3
222,empty,empty,empty,NA,0,Lotus corniculatus,Leguminosae,native,1.136,NA,Lotus corniculatus,Leguminosae,intra,0,C3
1401,Salvia verticillata,Lamiaceae,alien,1.953,1.953,Onobrychis viciifolia,Leguminosae,alien,0.577,NA,Onobrychis viciifolia,Leguminosae,intra,15,C7
1401,Salvia verticillata,Lamiaceae,alien,1.953,1.953,Onobrychis viciifolia,Leguminosae,alien,0.472,NA,Onobrychis viciifolia,Leguminosae,intra,15,C7
1124,Onobrychis viciifolia,Leguminosae,alien,0.863,0.863,Leontodon autumnalis,Compositae,native,0.209,NA,Senecio inaequidens,Compositae,inter,0,H22
1124,Onobrychis viciifolia,Leguminosae,alien,0.863,0.863,Senecio inaequidens,Compositae,alien,2.902,NA,Leontodon autumnalis,Compositae,inter,0,H22
1259,Salvia pratensis,Lamiaceae,native,3.736,3.736,Lotus corniculatus,Leguminosae,native,0.326,NA,Onobrychis viciifolia,Leguminosae,inter,0,H8
1259,Salvia pratensis,Lamiaceae,native,3.736,3.736,Onobrychis viciifolia,Leguminosae,alien,0.415,NA,Lotus corniculatus,Leguminosae,inter,0,H8
967,Lotus corniculatus,Leguminosae,native,2.061,2.061,Leontodon autumnalis,Compositae,native,0.421,NA,Epilobium ciliatum,Onagraceae,inter,0,H17
967,Lotus corniculatus,Leguminosae,native,2.061,2.061,Epilobium ciliatum,Onagraceae,alien,1.568,NA,Leontodon autumnalis,Compositae,inter,0,H17
93,empty,empty,empty,NA,0,Lotus corniculatus,Leguminosae,native,0.929,NA,Lotus corniculatus,Leguminosae,intra,0,C3
93,empty,empty,empty,NA,0,Lotus corniculatus,Leguminosae,native,0.727,NA,Lotus corniculatus,Leguminosae,intra,0,C3
104,empty,empty,empty,NA,0,Leontodon autumnalis,Compositae,native,0.622,NA,Senecio inaequidens,Compositae,inter,0,H22
104,empty,empty,empty,NA,0,Senecio inaequidens,Compositae,alien,4.001,NA,Leontodon autumnalis,Compositae,inter,0,H22
600,Cynosurus cristatus,Poaceae,native,2.859,2.859,Onobrychis viciifolia,Leguminosae,alien,0.448,NA,Onobrychis viciifolia,Leguminosae,intra,0,C7
600,Cynosurus cristatus,Poaceae,native,2.859,2.859,Onobrychis viciifolia,Leguminosae,alien,0.299,NA,Onobrychis viciifolia,Leguminosae,intra,0,C7
1498,Solidago gigantea,Compositae,alien,0.217,0.217,Leontodon autumnalis,Compositae,native,0.914,NA,Onobrychis viciifolia,Leguminosae,inter,33,H7
1498,Solidago gigantea,Compositae,alien,0.217,0.217,Onobrychis viciifolia,Leguminosae,alien,0.706,NA,Leontodon autumnalis,Compositae,inter,33,H7
1382,Salvia verticillata,Lamiaceae,alien,2.349,2.349,Leontodon autumnalis,Compositae,native,0.43,NA,Senecio inaequidens,Compositae,inter,28,H22
1382,Salvia verticillata,Lamiaceae,alien,2.349,2.349,Senecio inaequidens,Compositae,alien,1.225,NA,Leontodon autumnalis,Compositae,inter,28,H22
537,Cynosurus cristatus,Poaceae,native,2.746,2.746,Lotus corniculatus,Leguminosae,native,0.39,NA,Onobrychis viciifolia,Leguminosae,inter,0,H8
537,Cynosurus cristatus,Poaceae,native,2.746,2.746,Onobrychis viciifolia,Leguminosae,alien,0.388,NA,Lotus corniculatus,Leguminosae,inter,0,H8
235,empty,empty,empty,NA,0,Plantago media,Plantaginaceae,native,0.291,NA,Onobrychis viciifolia,Leguminosae,inter,0,H10
235,empty,empty,empty,NA,0,Onobrychis viciifolia,Leguminosae,alien,0.671,NA,Plantago media,Plantaginaceae,inter,0,H10
1286,Salvia pratensis,Lamiaceae,native,3.768,3.768,Lotus corniculatus,Leguminosae,native,0.63,NA,Lotus corniculatus,Leguminosae,intra,0,C3
1286,Salvia pratensis,Lamiaceae,native,3.768,3.768,Lotus corniculatus,Leguminosae,native,0.526,NA,Lotus corniculatus,Leguminosae,intra,0,C3
